timestamp,lat,lng,id
2018-10-02 17:06,59.42190595212989,17.822133881640568,1
2018-10-02 17:07,59.42190595212989,17.822133881640568,1
2018-10-02 17:08,59.42185738933145,17.822070840094387,1
2018-10-02 17:09,59.42185588749498,17.822095422084477,1
2018-10-02 17:10,59.421848554811596,17.822131426741276,1
2018-10-02 17:35,59.39579089608902,17.95120055482195,1
2018-10-02 17:36,59.40136607557658,17.96748297489402,1
2018-10-02 17:37,59.395615923660884,17.983371215273056,1
2018-10-02 17:38,59.38795566176862,18.001028286319084,1
2018-10-02 17:39,59.37753879019559,18.013497657902903,1
2018-10-02 17:40,59.36965836433542,18.020025190604187,1
2018-10-02 18:49,59.315743484542196,18.208967997981468,1
2018-10-02 18:50,59.31527006080858,18.18949720058022,1
2018-10-02 18:51,59.3124398932838,18.170490882756404,1
2018-10-02 18:52,59.31200508300057,18.150750738223035,1
2018-10-02 18:53,59.30932410847846,18.130672125210324,1
2018-10-02 19:28,59.30249495433894,18.00709259327928,1
2018-10-02 19:29,59.30249495433894,18.00709259327928,1
2018-10-02 19:30,59.3025279861359,18.007029111262778,1
2018-10-02 19:31,59.3025279861359,18.007029111262778,1
2018-10-02 19:32,59.302469217417936,18.007109104611313,1
2018-10-02 19:33,59.302485265835045,18.007108190640764,1
2018-10-02 19:34,59.30249166418243,18.007079624200536,1
2018-10-02 19:35,59.30251914503486,18.006989620189483,1
2018-10-02 19:36,59.302640697913084,18.006775951917493,1
2018-10-02 19:37,59.30264846533863,18.006770557153082,1
2018-10-02 19:38,59.30265263965936,18.00676378663166,1
2018-10-02 19:39,59.303311272035536,18.00651500121736,1
2018-10-02 19:58,59.27051898222276,17.888606253917096,1
2018-10-02 19:59,59.2739575,17.8964746,1
2018-10-02 20:00,59.27365388136066,17.905313302210896,1
2018-10-02 20:01,59.2748013462132,17.916895306430945,1
2018-10-02 20:02,59.28263756814577,17.927476371279724,1
2018-10-02 20:03,59.28710953121762,17.94664664286203,1
2018-10-02 20:04,59.28905336565598,17.967615342188186,1
2018-10-02 07:21,59.509550232774274,17.75527959449324,2
2018-10-02 07:22,59.50956910199796,17.755197941018704,2
2018-10-02 07:23,59.50950732273853,17.75577986258123,2
2018-10-02 07:24,59.509477921661926,17.756556229183982,2
2018-10-02 07:25,59.50917438511098,17.757647391233878,2
2018-10-02 07:26,59.509184008376025,17.757618175315002,2
2018-10-02 07:37,59.5094604,17.7554317,2
2018-10-02 07:38,59.509494601962466,17.75538588756749,2
2018-10-02 07:39,59.509504067397486,17.755366832172765,2
2018-10-02 07:40,59.509507082048,17.755372283399776,2
2018-10-02 07:41,59.50950975394054,17.75535443247001,2
2018-10-02 07:42,59.50951588716899,17.75530983697478,2
2018-10-02 07:43,59.50952229762766,17.755269451271193,2
2018-10-02 07:51,59.5095131,17.7554167,2
2018-10-02 07:52,59.50951666184222,17.755460714547304,2
2018-10-02 07:53,59.5094989869162,17.755409320395795,2
2018-10-02 07:54,59.50949971826409,17.755428033390398,2
2018-10-02 07:55,59.50949972320313,17.75547678308635,2
2018-10-02 07:56,59.50949889409174,17.75546057060901,2
2018-10-02 08:26,59.428940584738335,17.847363902821243,2
2018-10-02 08:27,59.42893012721739,17.847275629531804,2
2018-10-02 08:28,59.4289341933833,17.847366654552612,2
2018-10-02 08:29,59.4289341933833,17.847366654552612,2
2018-10-02 08:30,59.42892138896664,17.84734147994881,2
2018-10-02 08:31,59.42875851269149,17.84679936791416,2
2018-10-02 09:39,59.424366918648175,17.833532192371088,2
2018-10-02 09:40,59.42441708160427,17.83353767009695,2
2018-10-02 09:41,59.42441708160427,17.83353767009695,2
2018-10-02 09:42,59.4244128314818,17.833558848310844,2
2018-10-02 09:43,59.42438500189839,17.83351433430709,2
2018-10-02 12:56,59.50947,17.755375,2
2018-10-02 12:57,59.50946059828442,17.755358393487878,2
2018-10-02 12:58,59.50947977070798,17.755374765040454,2
2018-10-02 12:59,59.509466794354786,17.755375974812615,2
2018-10-02 13:00,59.509472721834214,17.755399785687445,2
2018-10-02 13:01,59.509476661930876,17.75539133526476,2
2018-10-02 14:34,59.4502793,17.8333954,2
2018-10-02 14:35,59.4507661,17.8341917,2
2018-10-02 14:36,59.4504764,17.8334531,2
2018-10-02 14:37,59.45033042590392,17.833455122701885,2
2018-10-02 14:38,59.45031275531846,17.833384437979078,2
2018-10-02 14:39,59.4502706967179,17.833414530235416,2
2018-10-02 15:00,59.4502964,17.8333866,2
2018-10-02 15:01,59.45026606126167,17.833372250005333,2
2018-10-02 15:02,59.450273282835695,17.833379607529288,2
2018-10-02 15:03,59.450286966562025,17.833347648867502,2
2018-10-02 15:04,59.45029859877515,17.833363940504366,2
2018-10-02 15:05,59.45026468311575,17.83336010927621,2
2018-10-02 15:06,59.45026422401752,17.833391259050092,2
2018-10-02 15:07,59.45074665554558,17.833305680464317,2
2018-10-02 15:08,59.4537978436061,17.82878290637692,2
2018-10-02 15:09,59.45659785598185,17.82360858123021,2
2018-10-02 15:10,59.45560339504721,17.821059826696114,2
2018-10-02 15:11,59.4555252277417,17.821008201965178,2
2018-10-02 15:12,59.45601714067453,17.82337383393081,2
2018-10-02 15:26,59.4244211,17.8368868,2
2018-10-02 15:27,59.424421119230665,17.83688684451058,2
2018-10-02 15:28,59.424421119230665,17.83688684451058,2
2018-10-02 15:29,59.424423600375086,17.836928620020704,2
2018-10-02 15:30,59.42437166623576,17.837901355230017,2
2018-10-02 15:31,59.4247015754889,17.834181339502628,2
2018-10-02 15:32,59.42600093372251,17.835298156230895,2
